frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
8651.03,-5.89,-6.61,-4.29,-4.74,4.74,4.26,-1.15,0.45,0.73
8737.54,-6.92,-7.51,-4.50,-4.83,4.82,4.36,-2.09,0.32,0.60
8824.92,-7.99,-8.45,-4.71,-4.91,4.91,4.46,-3.08,0.20,0.47
8913.17,-9.00,-9.33,-4.91,-4.99,4.98,4.58,-4.01,0.08,0.34
9002.30,-9.99,-10.20,-5.10,-5.06,5.05,4.70,-4.93,-0.04,0.22
9092.32,-10.77,-10.83,-5.28,-5.12,5.12,4.83,-5.65,-0.16,0.07
9183.25,-11.34,-11.25,-5.47,-5.18,5.19,4.97,-6.15,-0.28,-0.08
9275.08,-11.75,-11.51,-5.64,-5.24,5.25,5.11,-6.50,-0.40,-0.23
9367.83,-11.89,-11.51,-5.82,-5.31,5.31,5.25,-6.58,-0.51,-0.37
9461.51,-11.60,-11.07,-6.00,-5.37,5.38,5.39,-6.22,-0.62,-0.52
9556.12,-11.17,-10.48,-6.17,-5.43,5.45,5.52,-5.72,-0.72,-0.68
9651.68,-10.54,-9.67,-6.35,-5.50,5.52,5.65,-5.02,-0.83,-0.86
9748.20,-9.72,-8.68,-6.52,-5.56,5.57,5.77,-4.14,-0.94,-1.03
9845.68,-8.85,-7.63,-6.68,-5.62,5.62,5.87,-3.23,-1.06,-1.21
9944.14,-7.96,-6.57,-6.84,-5.68,5.65,5.96,-2.30,-1.19,-1.38
10043.58,-7.07,-5.51,-7.00,-5.73,5.67,6.02,-1.40,-1.33,-1.55
10144.02,-6.27,-4.54,-7.13,-5.69,5.67,6.06,-0.60,-1.46,-1.72
10245.46,-5.58,-3.68,-7.25,-5.65,5.65,6.07,0.07,-1.60,-1.89
10347.91,-5.02,-2.95,-7.38,-5.60,5.61,6.06,0.59,-1.77,-2.06
10451.39,-4.63,-2.39,-7.50,-5.54,5.56,6.01,0.93,-1.94,-2.23
10555.91,-4.37,-1.96,-7.62,-5.48,5.50,5.94,1.13,-2.12,-2.40
10661.46,-4.29,-1.70,-7.73,-5.42,5.42,5.84,1.14,-2.31,-2.58
10768.08,-4.43,-1.64,-7.85,-5.35,5.35,5.71,0.92,-2.50,-2.78
10875.76,-4.70,-1.72,-7.96,-5.27,5.27,5.56,0.57,-2.69,-2.97
10984.52,-5.09,-1.91,-8.07,-5.19,5.19,5.38,0.10,-2.88,-3.17
11094.36,-5.58,-2.20,-8.17,-5.11,5.11,5.20,-0.47,-3.07,-3.37
11205.31,-6.14,-2.57,-8.28,-5.02,5.02,5.00,-1.12,-3.26,-3.56
11317.36,-6.74,-2.95,-8.38,-4.92,4.92,4.79,-1.82,-3.46,-3.78
11430.53,-7.29,-3.28,-8.48,-4.82,4.82,4.58,-2.47,-3.66,-4.00
11544.84,-7.75,-3.53,-8.57,-4.71,4.71,4.36,-3.03,-3.86,-4.21
11660.29,-8.06,-3.62,-8.66,-4.60,4.60,4.14,-3.45,-4.06,-4.43
11776.89,-8.20,-3.54,-8.75,-4.49,4.49,3.93,-3.71,-4.26,-4.65
11894.66,-8.04,-3.19,-8.84,-4.37,4.37,3.72,-3.67,-4.47,-4.84
12013.60,-7.71,-2.66,-8.92,-4.24,4.24,3.52,-3.46,-4.68,-5.04
12133.74,-7.25,-2.01,-9.01,-4.11,4.11,3.32,-3.14,-4.89,-5.23
12255.08,-6.71,-1.28,-9.09,-3.98,3.98,3.13,-2.73,-5.11,-5.42
12377.63,-6.14,-0.52,-9.16,-3.83,3.83,2.95,-2.30,-5.33,-5.61
12501.41,-5.64,0.17,-9.24,-3.69,3.69,2.78,-1.95,-5.55,-5.80
12626.42,-5.22,0.78,-9.31,-3.54,3.54,2.61,-1.68,-5.77,-5.99
12752.68,-4.95,1.24,-9.37,-3.38,3.38,2.46,-1.56,-5.99,-6.18
12880.21,-4.85,1.53,-9.44,-3.22,3.22,2.31,-1.63,-6.22,-6.37
13009.01,-5.03,1.54,-9.50,-3.06,3.06,2.16,-1.97,-6.45,-6.56
13139.10,-5.30,1.46,-9.56,-2.88,2.88,2.03,-2.41,-6.68,-6.75
13270.49,-5.70,1.24,-9.62,-2.71,2.71,1.90,-2.99,-6.91,-6.93
13403.20,-6.18,0.91,-9.68,-2.53,2.53,1.79,-3.65,-7.15,-7.08
13537.23,-6.78,0.47,-9.73,-2.34,2.34,1.67,-4.44,-7.39,-7.24
13672.60,-7.41,-0.00,-9.78,-2.15,2.15,1.57,-5.26,-7.63,-7.40
13809.33,-8.09,-0.52,-9.82,-1.95,1.95,1.47,-6.13,-7.87,-7.56
13947.42,-8.82,-1.09,-9.87,-1.75,1.75,1.37,-7.07,-8.12,-7.72
14086.90,-9.57,-1.69,-9.91,-1.55,1.55,1.29,-8.02,-8.37,-7.87
14227.77,-10.35,-2.34,-9.95,-1.33,1.33,1.20,-9.01,-8.62,-8.00
14370.04,-11.11,-2.96,-9.99,-1.12,1.12,1.13,-9.99,-8.87,-8.14
14513.74,-11.88,-3.59,-10.02,-0.90,0.90,1.05,-10.98,-9.12,-8.28
14658.88,-12.61,-4.19,-10.05,-0.67,0.67,0.98,-11.94,-9.38,-8.41
14805.47,-13.25,-4.69,-10.08,-0.44,0.44,0.92,-12.81,-9.64,-8.55
14953.52,-13.77,-5.07,-10.10,-0.20,0.20,0.86,-13.57,-9.90,-8.69
15103.06,-14.13,-5.26,-10.13,0.04,-0.04,0.80,-14.17,-10.17,-8.86
15254.09,-14.28,-5.23,-10.15,0.29,-0.29,0.74,-14.57,-10.43,-9.04
15406.63,-13.96,-4.73,-10.16,0.54,-0.54,0.69,-14.50,-10.70,-9.22
15560.70,-13.49,-4.07,-10.18,0.80,-0.80,0.64,-14.28,-10.97,-9.41
15716.30,-12.79,-3.19,-10.19,1.06,-1.06,0.60,-13.85,-11.25,-9.59
15873.47,-11.91,-2.13,-10.20,1.33,-1.33,0.56,-13.23,-11.53,-9.77
16032.20,-10.99,-1.00,-10.21,1.60,-1.60,0.52,-12.58,-11.80,-9.98
16192.52,-10.03,0.25,-10.21,1.87,-1.87,0.48,-11.90,-12.09,-10.27
16354.45,-9.19,1.38,-10.21,2.16,-2.16,0.44,-11.34,-12.37,-10.56
16517.99,-8.54,2.32,-10.21,2.44,-2.44,0.41,-10.98,-12.65,-10.85
16683.17,-8.07,3.08,-10.21,2.74,-2.74,0.38,-10.80,-12.94,-11.14
16850.01,-7.83,3.61,-10.20,3.03,-3.03,0.35,-10.86,-13.23,-11.43
17018.51,-8.02,3.73,-10.19,3.34,-3.34,0.32,-11.35,-13.53,-11.74
17188.69,-8.44,3.79,-10.18,3.64,-3.64,0.29,-12.08,-13.82,-12.22
17360.58,-9.02,3.68,-10.16,3.96,-3.96,0.27,-12.97,-14.12,-12.69
17534.18,-9.76,3.42,-10.15,4.27,-4.27,0.24,-14.03,-14.42,-13.17
17709.53,-10.52,3.13,-10.13,4.60,-4.60,0.22,-15.11,-14.72,-13.64
17886.62,-11.21,2.92,-10.10,4.92,-4.92,0.20,-16.13,-15.03,-14.12
18065.49,-11.78,2.92,-10.08,5.26,-5.26,0.18,-17.03,-15.33,-14.69
18246.14,-12.15,3.29,-10.05,5.59,-5.59,0.16,-17.74,-15.64,-15.43
18428.60,-12.28,3.90,-10.02,5.94,-5.94,0.14,-18.21,-15.96,-16.17
18612.89,-12.08,4.85,-9.99,6.28,-6.28,0.13,-18.36,-16.27,-16.92
18799.02,-11.70,5.97,-9.95,6.64,-6.64,0.11,-18.33,-16.59,-17.66
18987.01,-11.19,7.22,-9.91,7.00,-7.00,0.10,-18.18,-16.91,-18.40
19176.88,-10.67,8.78,-9.87,7.36,-7.36,0.09,-18.03,-17.23,-19.44
19368.65,-10.22,10.30,-9.82,7.73,-7.73,0.07,-17.94,-17.55,-20.51
19562.33,-9.78,11.80,-9.78,8.10,-8.10,0.06,-17.88,-17.88,-21.57
19757.96,-9.51,13.14,-9.73,8.48,-8.48,0.05,-17.98,-18.21,-22.64
19955.54,-9.36,14.35,-9.68,8.86,-8.86,0.04,-18.22,-18.54,-23.70
